C2:INSP "
  3.90625e+00  4.37500e+00  3.90625e+00  4.21875e+00  4.06250e+00  4.21875e+00
  4.06250e+00  4.21875e+00  4.06250e+00  3.90625e+00  3.59375e+00  3.90625e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.37500e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00
  3.59375e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00
  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.75000e+00  3.90625e+00  3.90625e+00  3.75000e+00  3.90625e+00  3.90625e+00
  4.06250e+00  4.21875e+00  4.21875e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.90625e+00
  4.06250e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.75000e+00  3.90625e+00  4.21875e+00  4.06250e+00  3.90625e+00  3.90625e+00
  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00  3.75000e+00
  3.59375e+00  4.21875e+00  3.59375e+00  4.21875e+00  4.06250e+00  3.90625e+00
  4.06250e+00  4.37500e+00  3.90625e+00  3.90625e+00  4.21875e+00  4.06250e+00
  3.90625e+00  4.06250e+00  4.21875e+00  3.90625e+00  3.90625e+00  3.90625e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.21875e+00  4.21875e+00  4.21875e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  4.21875e+00  3.59375e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.75000e+00  4.06250e+00  3.90625e+00  3.90625e+00
  4.21875e+00  4.06250e+00  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.59375e+00  4.21875e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.75000e+00  3.90625e+00  4.21875e+00  4.06250e+00  3.90625e+00
  3.75000e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.21875e+00  3.75000e+00
  3.90625e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.21875e+00
  3.90625e+00  4.06250e+00  4.21875e+00  4.21875e+00  4.06250e+00  4.21875e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.75000e+00
  4.21875e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00
  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.37500e+00
  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.21875e+00
  4.21875e+00  4.06250e+00  3.75000e+00  3.75000e+00  4.06250e+00  3.75000e+00
  4.06250e+00  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.75000e+00  3.90625e+00
  4.06250e+00  4.21875e+00  3.90625e+00  4.06250e+00  3.75000e+00  3.90625e+00
  3.75000e+00  3.90625e+00  4.21875e+00  3.59375e+00  4.37500e+00  4.37500e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.21875e+00  3.75000e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.21875e+00  4.06250e+00  3.90625e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.59375e+00  4.21875e+00  4.06250e+00  4.21875e+00  4.06250e+00
  4.21875e+00  3.75000e+00  3.59375e+00  3.75000e+00  3.90625e+00  4.53125e+00
  3.90625e+00  4.21875e+00  4.06250e+00  4.21875e+00  3.90625e+00  3.75000e+00
  3.90625e+00  4.21875e+00  4.06250e+00  3.90625e+00  3.75000e+00  4.06250e+00
  3.75000e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.21875e+00
  3.75000e+00  4.06250e+00  4.06250e+00  4.21875e+00  4.37500e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.21875e+00
  4.21875e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.21875e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00
  3.59375e+00  4.06250e+00  3.75000e+00  4.06250e+00  3.75000e+00  3.90625e+00
  4.21875e+00  4.06250e+00  3.59375e+00  4.06250e+00  3.90625e+00  3.90625e+00
  4.21875e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.75000e+00
  4.21875e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.06250e+00
  4.21875e+00  3.90625e+00  4.21875e+00  3.59375e+00  4.06250e+00  4.21875e+00
  3.90625e+00  3.75000e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  4.06250e+00  4.21875e+00  3.75000e+00  3.90625e+00  4.21875e+00
  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00  3.59375e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.75000e+00  4.06250e+00
  4.21875e+00  4.21875e+00  4.21875e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.59375e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00
  4.21875e+00  3.90625e+00  4.21875e+00  4.06250e+00  4.06250e+00  4.37500e+00
  3.75000e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.75000e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00
  4.21875e+00  3.90625e+00  4.37500e+00  4.06250e+00  3.75000e+00  3.75000e+00
  3.75000e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00  3.90625e+00
  4.21875e+00  3.90625e+00  3.59375e+00  4.06250e+00  4.21875e+00  3.59375e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.59375e+00  4.21875e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00
  4.06251e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.21875e+00  3.75000e+00
  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00
  4.06250e+00  3.75000e+00  3.90625e+00  4.21875e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.75000e+00  4.06250e+00
  4.21875e+00  4.21875e+00  4.06250e+00  4.21875e+00  3.90625e+00  4.06250e+00
  3.59375e+00  3.75000e+00  4.21875e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.59375e+00  3.90625e+00
  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.21875e+00  3.75000e+00
  3.75000e+00  3.75000e+00  3.90625e+00  3.90625e+00  3.75000e+00  4.06250e+00
  3.75000e+00  3.75000e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.37500e+00  3.90625e+00  3.90625e+00  3.59375e+00
  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.21875e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.59375e+00  3.90625e+00  3.90625e+00
  4.06250e+00  3.90625e+00  4.37500e+00  3.90625e+00  4.21875e+00  4.06250e+00
  4.06250e+00  3.59375e+00  3.59375e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.21875e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.75000e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.21875e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.21875e+00  4.06250e+00  4.06250e+00
  3.75000e+00  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00
  4.06250e+00  3.75000e+00  3.75000e+00  3.90625e+00  4.06250e+00  3.90625e+00
  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.59375e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00  3.75000e+00
  4.21875e+00  4.21875e+00  3.90625e+00  4.21875e+00  3.90625e+00  3.90625e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.21875e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.21875e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.59375e+00  4.06250e+00  4.06250e+00
  4.21875e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00
  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.21875e+00
  4.21875e+00  4.21875e+00  3.90625e+00  3.75000e+00  4.21875e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.21875e+00
  3.90625e+00  3.75000e+00  3.75000e+00  4.21875e+00  3.75000e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.21875e+00
  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.75000e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.75000e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.21875e+00  3.90625e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.59375e+00  4.06250e+00  3.90625e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.75000e+00  3.90625e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.59375e+00  3.59375e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.21875e+00  4.06250e+00  4.06250e+00  3.90625e+00
  4.06250e+00  3.90625e+00  4.37500e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.75000e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00
  3.90625e+00  3.75000e+00  3.75000e+00  3.75000e+00  4.06250e+00  4.21875e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00  4.06250e+00  3.90625e+00
  4.21875e+00  4.21875e+00  4.21875e+00  4.06250e+00  3.90625e+00  4.21875e+00
  4.06250e+00  3.90625e+00  3.75000e+00  4.06250e+00  3.90625e+00  4.06250e+00
  3.75000e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.21875e+00  4.21875e+00
  4.06250e+00  3.90625e+00  3.75000e+00  3.75000e+00  3.90625e+00  3.90625e+00
  3.75000e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.21875e+00  3.90625e+00
  4.06250e+00  3.90625e+00  4.21875e+00  3.75000e+00  3.59375e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.59375e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.21875e+00
  3.75000e+00  3.90625e+00  4.06250e+00  3.75000e+00  3.75000e+00  3.90625e+00
  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.06250e+00
  4.21875e+00  3.75000e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.90625e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.21875e+00  3.90625e+00
  4.06250e+00  4.21875e+00  4.21875e+00  4.37500e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.90625e+00  3.90625e+00  3.75000e+00  4.06250e+00  3.75000e+00
  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  3.75000e+00  3.75000e+00  3.90625e+00  4.21875e+00  3.75000e+00  4.37500e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.21875e+00  4.21875e+00  4.06250e+00
  3.75000e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.21875e+00  4.21875e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.21875e+00
  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.53125e+00
  4.06250e+00  4.06250e+00  4.37500e+00  3.90625e+00  3.90625e+00  3.90625e+00
  3.90625e+00  3.59375e+00  3.90625e+00  3.75000e+00  4.21875e+00  3.59375e+00
  3.75000e+00  3.90625e+00  3.90625e+00  4.21875e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.75000e+00  3.90625e+00  3.75000e+00  3.59375e+00  3.75000e+00
  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.21875e+00
  4.06250e+00  4.21875e+00  3.59375e+00  4.21875e+00  4.06250e+00  4.21875e+00
  3.90625e+00  4.06250e+00  3.75000e+00  3.90625e+00  3.90625e+00  4.21875e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.75000e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.06250e+00
  4.21875e+00  3.90625e+00  3.90625e+00  3.75000e+00  4.06250e+00  4.06250e+00
  3.75000e+00  4.37500e+00  4.06250e+00  3.75000e+00  3.90625e+00  3.90625e+00
  3.90625e+00  3.75000e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.75000e+00  4.06250e+00  4.21875e+00  4.21875e+00  4.06250e+00  4.21875e+00
  3.75000e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00  4.06250e+00
  3.90625e+00  4.06250e+00  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.75000e+00  4.06250e+00  4.21875e+00  4.06250e+00  3.75000e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00
  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.21875e+00
  4.21875e+00  4.06250e+00  3.90625e+00  4.21875e+00  3.75000e+00  4.06250e+00
  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.21875e+00  4.21875e+00
  3.90625e+00  4.06250e+00  3.59375e+00  3.90625e+00  4.53125e+00  3.90625e+00
  3.59375e+00  3.90625e+00  4.21875e+00  3.75000e+00  3.90625e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.21875e+00  3.75000e+00
  4.21875e+00  4.21875e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.75000e+00  3.90625e+00  3.75000e+00  4.06250e+00  3.90625e+00
  4.21875e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00  3.90625e+00
  3.75000e+00  3.90625e+00  3.59375e+00  4.06250e+00  3.90625e+00  4.06250e+00
  3.75000e+00  3.59375e+00  4.06250e+00  4.21875e+00  4.21875e+00  4.06250e+00
  4.21875e+00  4.06250e+00  3.75000e+00  4.21875e+00  3.90625e+00  4.06250e+00
  4.21875e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.75000e+00  4.06250e+00
  3.75000e+00  3.90625e+00  3.90625e+00  3.75000e+00  3.90625e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.21875e+00  4.21875e+00  4.21875e+00  4.21875e+00
  4.06250e+00  3.59375e+00  4.06250e+00  4.21875e+00  3.75000e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.90625e+00  4.37500e+00  3.75000e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.75000e+00  4.21875e+00  4.21875e+00  3.75000e+00
  3.75000e+00  4.21875e+00  4.21875e+00  4.21875e+00  3.90625e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.75000e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.59375e+00
  3.90625e+00  4.06250e+00  4.06250e+00  4.21875e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.90625e+00  4.21875e+00  4.06250e+00  3.75000e+00  4.21875e+00
  4.21875e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.75000e+00  4.37500e+00  3.90625e+00  3.59375e+00  3.75000e+00
  3.75000e+00  4.06250e+00  4.37500e+00  4.06250e+00  3.90625e+00  4.06250e+00
  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.21875e+00
  3.90625e+00  4.21875e+00  3.90625e+00  4.21875e+00  4.06250e+00  3.59375e+00
  3.59375e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  3.75000e+00
  4.06250e+00  4.21875e+00  4.06250e+00  3.75000e+00  3.75000e+00  4.21875e+00
  3.90625e+00  4.06250e+00  4.21875e+00  4.06250e+00  3.90625e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.59375e+00  4.21875e+00
  4.21875e+00  4.06250e+00  4.21875e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.75000e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.75000e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.90625e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.75000e+00  3.90625e+00
  4.37500e+00  4.21875e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.90625e+00
  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.75000e+00
  3.75000e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.75000e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.21875e+00  4.21875e+00  4.21875e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  4.21875e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.21875e+00  4.06250e+00  4.37500e+00  3.90625e+00  3.75000e+00
  3.90625e+00  3.90625e+00  3.90625e+00  4.21875e+00  4.21875e+00  3.90625e+00
  3.90625e+00  3.75000e+00  4.21875e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.21875e+00  3.90625e+00  4.37500e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.75000e+00  3.90625e+00  3.75000e+00  4.21875e+00
  3.90625e+00  3.90625e+00  4.21875e+00  3.59375e+00  3.90625e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.75000e+00
  3.90625e+00  3.75000e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.75000e+00
  3.90625e+00  3.75000e+00  4.06250e+00  3.90625e+00  4.21875e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00
  4.06250e+00  4.06250e+00  3.75000e+00  4.06250e+00  4.06250e+00  4.06250e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.75000e+00  3.90625e+00  3.90625e+00  3.59375e+00  3.90625e+00  4.06250e+00
  3.90625e+00  4.21875e+00  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00
  3.90625e+00  4.06250e+00  4.06250e+00  3.75000e+00  3.75000e+00  3.90625e+00
  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.75000e+00  4.21875e+00
  4.37500e+00  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.59375e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.21875e+00  3.90625e+00  3.75000e+00
  4.06250e+00  4.06250e+00  3.75000e+00  3.75000e+00  3.90625e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00
  4.21875e+00  4.21875e+00  4.21875e+00  3.75000e+00  4.06250e+00  4.06250e+00
  3.90625e+00  4.06250e+00  3.75000e+00  4.06250e+00  3.75000e+00  4.06250e+00
  4.21875e+00  4.06250e+00  3.90625e+00  3.75000e+00  4.06250e+00  4.21875e+00
  4.06250e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00  3.75000e+00
  3.90625e+00  3.90625e+00  3.90625e+00  3.75000e+00  3.90625e+00  4.06250e+00
  3.90625e+00  3.90625e+00  3.90625e+00  3.75000e+00  4.06250e+00  4.21875e+00
  4.21875e+00  4.21875e+00  4.06250e+00  3.75000e+00  3.75000e+00  3.90625e+00
  4.06250e+00  4.21875e+00  4.06250e+00  3.90625e+00  4.37500e+00  4.21875e+00
  4.06250e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.37500e+00  4.06250e+00  3.90625e+00  3.59375e+00  4.06250e+00  3.90625e+00
  4.21875e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.21875e+00  4.06250e+00
  4.06250e+00  4.37500e+00  3.75000e+00  3.75000e+00  4.06250e+00  4.53125e+00
  4.21875e+00  4.06250e+00  3.75000e+00  3.90625e+00  4.06250e+00  4.06250e+00
  3.59375e+00  4.21875e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.21875e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00  4.37500e+00  4.06250e+00
  3.75000e+00  3.75000e+00  4.06250e+00  3.90625e+00  3.59375e+00  3.90625e+00
  3.90625e+00  3.90625e+00  4.06250e+00  4.21875e+00  3.75000e+00  4.21875e+00
  3.90625e+00  3.59375e+00  4.06250e+00  3.90625e+00  3.90625e+00  3.90625e+00
  4.21875e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.90625e+00
  3.90625e+00  3.59375e+00  4.06250e+00  4.06250e+00  4.06250e+00  3.75000e+00
  4.21875e+00  4.06250e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00
  4.21875e+00  3.90625e+00  3.90625e+00  4.06250e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.90625e+00  4.06250e+00  4.21875e+00  3.90625e+00  3.90625e+00
  3.90625e+00  4.21875e+00  4.06250e+00  3.90625e+00  3.75000e+00  4.37500e+00
  3.90625e+00  4.21875e+00  3.75000e+00  4.06250e+00  3.75000e+00  3.90625e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.37500e+00  4.21875e+00
  4.06250e+00  4.06250e+00  4.06250e+00  3.59375e+00  3.90625e+00  3.75000e+00
  3.90625e+00  3.90625e+00  4.06250e+00  3.90625e+00  4.06250e+00  4.06250e+00
  4.06250e+00  3.90625e+00  3.90625e+00  4.21875e+00  3.90625e+00  4.21875e+00
  3.90625e+00  3.59375e+00  3.90625e+00  3.90625e+00  3.90625e+00  4.06250e+00
  4.06250e+00  4.06250e+00  4.06250e+00  4.21875e+00  3.90625e+00  3.90625e+00
